"device_ID","session_start_timeStamp","focal_start_timeStamp","backgroundTap_timeStamp","description","latitude","longitude","gps_horizontal_precision","altitude"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:57:49","focal_out_of_view","9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:57:49","focal_back_in_view","9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:57:50","focal_out_of_view","9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:58:05","focal_back_in_view","9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:30:23","focal_out_of_view","9.16502380371094","-79.8366546630859","65","43.248046875"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:31:33","focal_back_in_view","9.16502380371094","-79.8366546630859","65","43.248046875"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:32:10","focal_out_of_view","9.16502380371094","-79.8366546630859","65","43.248046875"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,20:22:31","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,21:39:57","focal_back_in_view","9.16175365447998","-79.8360137939453","10","93.9000015258789"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:35:41","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:39:45","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:41:57","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:42:26","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:46:58","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:48:34","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:51:25","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:51:31","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:52:24","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:52:28","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:56:50","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:57:24","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:57:59","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:58:10","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:58:25","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:59:04","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:59:10","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,22:59:46","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,23:01:26","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,23:01:51","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,23:02:27","focal_out_of_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,20:22:08","2019-06-12,20:22:22","2019-06-12,23:02:32","focal_back_in_view","9.16309547424316","-79.8381271362305","5","87.0999984741211"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,17:59:26","2019-06-13,18:00:31","focal_out_of_view","9.16153717041016","-79.8372116088867","5","84.6999969482422"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,17:59:26","2019-06-13,19:16:14","focal_back_in_view","9.16162300109863","-79.8373184204102","5","81.9000015258789"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,17:59:26","2019-06-13,19:16:15","focal_out_of_view","9.16162300109863","-79.8373184204102","5","81.9000015258789"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,19:43:51","focal_out_of_view","9.159423828125","-79.8389205932617","5","133.699996948242"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:18:40","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:18:47","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:18:47","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:20:15","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:20:26","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:23:51","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:58:06","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:58:15","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:58:18","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,21:30:33","focal_out_of_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,21:33:33","focal_back_in_view","0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-14,17:59:33","2019-06-14,17:59:41","2019-06-14,17:59:57","focal_out_of_view","9.16153717041016","-79.8378448486328","10","125.699996948242"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-15,17:59:45","2019-06-15,17:59:55","2019-06-15,18:00:14","focal_out_of_view","9.16501617431641","-79.8366622924805","65","43.5312347412109"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-15,17:59:45","2019-06-15,17:59:55","2019-06-15,18:00:14","focal_back_in_view","9.16501617431641","-79.8366622924805","65","43.5312347412109"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-15,17:59:45","2019-06-15,17:59:55","2019-06-15,18:00:15","focal_out_of_view","9.16501617431641","-79.8366622924805","65","43.5312347412109"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,18:01:02","focal_out_of_view","9.16370391845703","-79.8372192382812","10","64.6999969482422"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,18:54:42","focal_back_in_view","9.16160488128662","-79.8375015258789","5","88.6999969482422"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,18:55:40","focal_out_of_view","9.16160488128662","-79.8375015258789","5","88.6999969482422"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,19:23:14","focal_back_in_view","9.16248607635498","-79.836296081543","5","79.3000030517578"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,19:23:35","focal_out_of_view","9.16248607635498","-79.836296081543","5","79.3000030517578"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,19:23:35","focal_back_in_view","9.16248607635498","-79.836296081543","5","79.3000030517578"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-16,18:00:40","2019-06-16,18:00:46","2019-06-16,19:23:35","focal_out_of_view","9.16248607635498","-79.836296081543","5","79.3000030517578"
