"device_ID","session_start_timeStamp","focal_start_timeStamp","behavior_timeStamp","actor","subject","BEHAVIOR","MUTUAL","Behavior","comment","latitude","longitude","gps_horizontal_precision","altitude"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:58:46","MOL","MOL","","","Scent-Marking",,"9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:58:51","MOL","MOL","","","Scent-Marking",,"9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-11,19:56:50","2019-06-11,19:57:00","2019-06-11,19:58:57","MOL","MOL","","","Scent-Marking",,"9.16505432128906","-79.8366317749023","65","43.3454437255859"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:02","TNY","UNID_1","","","",,"9.1650390625","-79.8366394042969","65","43.3353271484375"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:19:57","TNY","TNY","","","Scent-Marking",,"9.1650390625","-79.8366394042969","65","43.3353271484375"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:20:02","TNY","TNY","","","Scent-Marking",,"9.1650390625","-79.8366394042969","65","43.3353271484375"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:13:53","2019-06-12,16:14:18","2019-06-12,16:20:05","TNY","TNY","","","Scent-Marking",,"9.1650390625","-79.8366394042969","65","43.3353271484375"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:30:12","TNY","TNY","","","Scent-Marking",,"9.16502380371094","-79.8366546630859","65","43.248046875"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-12,16:25:11","2019-06-12,16:25:26","2019-06-12,16:31:58","TNY","TNY","","","Scent-Marking",,"9.16502380371094","-79.8366546630859","65","43.248046875"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,15:43:02","2019-06-13,15:43:07","2019-06-13,15:43:33","TNY","TNY","","","",,"9.1650390625","-79.8366394042969","65","43.5658378601074"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,15:43:02","2019-06-13,15:43:07","2019-06-13,15:43:35","TNY","TNY","","","",,"9.1650390625","-79.8366394042969","65","43.5658378601074"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,15:43:02","2019-06-13,15:43:07","2019-06-13,15:44:13","TNY","TNY","","","",,"9.1650390625","-79.8366394042969","65","43.5658378601074"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,15:43:02","2019-06-13,15:43:07","2019-06-13,15:45:03","TNY","TNY","","","",,"9.1650390625","-79.8366394042969","65","43.5658378601074"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:19:49","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:20:30","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:20:45","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:22:45","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:58:41","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,20:58:55","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,21:09:15","TNY","TNY","","","",,"0","0","0","0"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-06-13,17:55:17","2019-06-13,19:43:43","2019-06-13,21:11:04","TNY","TNY","","","",,"0","0","0","0"
