"device_ID","session_start_timeStamp","session_end_timeStamp","group_ID","pin_code_name","layout_info_json_version","behaviors_json_version","gps_on","compass_on","map_mode_on","physical_contact_threshold"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-28,18:13:06","2019-12-28,22:28:38","PTS","Alexander","v1.1","v1.1","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-30,18:22:22","2019-12-30,22:23:45","PTS","Alexander","v1.1","v1.1","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-31,16:38:43","2019-12-31,16:39:38","OPY",,,"v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-31,16:44:10","2019-12-31,16:44:25","OPY",,,"v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-31,16:48:37","2019-12-31,16:48:42","OPY",,,"v1.3","1","0","0","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-31,16:53:23","2019-12-31,16:53:36","OPY",,,"v1.3","1","0","0","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2019-12-31,18:56:25","2019-12-31,22:57:06","OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-02,18:22:15","2020-01-02,22:23:28","OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-03,18:25:37",,"OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-03,19:58:33","2020-01-03,22:29:45","OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-05,18:50:02",,"OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-06,18:36:40","2020-01-06,22:37:21","OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-08,20:13:15",,"OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
"6C9C0A24-E36D-409A-B806-CACC16B2D1CB","2020-01-11,19:02:57","2020-01-11,23:03:39","OPY","Alexander","v1.3","v1.3","1","0","1","0.6"
