20_01_02_Cam1,,,,,"not visible: x count, no count: empty",,,,
Time,Region 1,x,Region 2,x,Region 3,x,Notes,Video File,
1:08:00,1,,,,1,,,,
1:09:00,1,,,,1,,,,
1:10:00,1,,,,1,,,,
1:11:00,1,,,,1,,,,
1:12:00,1,,1,,,,,,
1:13:00,1,,1,,,,,,
1:14:00,1,,1,,,,r2 stationary ,,
1:15:00,1,,1,,,,,,
1:16:00,,,2,,,,,,
1:17:00,,,2,,,,,,
1:18:00,,,1,,1,,r2 moves transition to r3,,
1:19:00,,,1,,1,,,,
1:20:00,,,1,,1,,,,
1:21:00,,,1,,1,,,,
1:22:00,,,1,,1,,,,
1:23:00,,,1,,1,1,out of sight r3 ,,
1:24:00,,,1,,1,1,,,
1:25:00,,,1,,,,,,
1:26:00,,,1,,,,,,
1:27:00,,,1,,,,,,
1:28:00,,,,,,,,,
1:29:00,,,,,,,,,
1:30:00,,,,,,,,,
1:31:00,,,,,,,,,
1:32:00,,,,,,,,,
1:33:00,,,,,,,,,
1:34:00,,,,,,,,,
1:35:00,,,,,,,,,
1:36:00,,,,,,,,,
1:37:00,,,,,,,,,
1:38:00,,,,,,,,,
1:39:00,,,,,,,,,
1:40:00,,,,,,,,frame back to beginning,
1:41:00,,,,,,,,,
1:42:00,,,,,1,,entering r3 by crossing r1 and 2,,
1:43:00,,,,,1,,,,
1:44:00,,,,,1,,,,
1:45:00,,,,,1,,,,
1:46:00,,,,,1,,,,
1:47:00,,,,,2,,,,
1:48:00,,,1,1,1,,,,
1:49:00,,,1,,1,,,,
1:50:00,,,1,,1,,,,
1:51:00,1,,,,1,,,,
1:52:00,1,,,,1,,,,
1:53:00,1,,,,1,,,no video 1:53:18,
1:54:00,,,,,,,,,
1:55:00,,,,,,,,,
1:56:00,,,1,,1,,kinkajou r3 stationary ,video back 1:56:28,
1:57:00,,,1,,1,,,,
1:58:00,,,1,,1,,,,
1:59:00,,,1,,1,,,,
2:00:00,,,1,,1,,,,
2:01:00,,,1,,1,,,,
2:02:00,,,,,1,,leaves tree left lower part r2,,
2:03:00,,,,,1,,,,
2:04:00,,,,,1,,,,
2:05:00,,,,,1,,,,
2:06:00,,,,,1,,,,
2:07:00,,,,,1,,,,
2:08:00,,,,,1,,,,
2:09:00,,,,,1,,,,
2:10:00,,,,,1,,,,
2:11:00,,,,,1,,,,
2:12:00,,,,,1,,,,
2:13:00,,,,,1,,,,
2:14:00,,,,,1,,,,
2:15:00,,,,,1,,,,
2:16:00,,,,,1,,,,
2:17:00,,,,,1,,,,
2:18:00,,,,,1,,,,
2:19:00,,,,,1,,,,
2:20:00,,,,,1,,,,
2:21:00,,,,,1,,,,
2:22:00,,,,,1,,,,
2:23:00,,,,,1,,kinkajou r3 starts moving again,,
2:24:00,,,,,1,,,,
2:25:00,,,,,1,,,,
2:26:00,,,,,1,,,,
2:27:00,,,,,1,,,,
2:28:00,,,,,1,1,,,
2:29:00,,,,,1,1,,,
2:30:00,,,,,1,,,,
2:31:00,,,1,,,,,,
2:32:00,1,,,,,,,,
2:33:00,1,,,,,,,,
2:34:00,,,1,,,,,,
2:35:00,,,1,,,,,,
2:36:00,,,1,,,,,,
2:37:00,,,1,,,,,,
2:38:00,,,1,,1,,2nd kinkajou entering r3 ,,
2:39:00,,,1,,1,,,,
2:40:00,,,1,,1,,,,
2:41:00,,,1,,1,,,,
2:42:00,,,1,,1,,,,
2:43:00,,,1,,1,,,,
2:44:00,,,1,,1,,,,
2:45:00,,,1,,1,,,,
2:46:00,,,2,,,,one leaves lower left part r2,,
2:47:00,,,1,,,,,,
2:48:00,,,1,,,,,,
2:49:00,,,1,,,,,,
2:50:00,,,1,,,,leaves tree lower left part r2 same spot as the one befor,,
2:51:00,,,,,,,,,
2:52:00,,,,,,,,,
2:53:00,,,,,,,,,
2:54:00,,,,,,,,,
2:55:00,,,,,,,,,
2:56:00,,,,,,,,,
2:57:00,,,,,,,,,
2:58:00,,,,,,,,,
2:59:00,,,,,,,,,
3:00:00,,,,,,,,,
3:01:00,,,,,,,,,
3:02:00,,,,,,,,,
3:03:00,,,,,,,,,
3:04:00,,,,,,,,,
3:05:00,,,,,,,,,
3:06:00,,,,,,,,,
3:07:00,,,,,,,,,
3:08:00,,,,,,,,,
3:09:00,,,,,,,,,
3:10:00,,,,,,,,,
3:11:00,,,,,,,,,
3:12:00,,,,,,,,,
3:13:00,,,,,,,,,
3:14:00,,,,,,,,,
3:15:00,,,,,,,,,
3:16:00,,,,,,,,,
3:17:00,,,,,,,,,
3:18:00,,,,,,,,,
3:19:00,,,,,,,,,
3:20:00,,,,,,,,,
3:21:00,,,,,,,,,
3:22:00,,,,,,,,,
3:23:00,,,,,,,,,
3:24:00,,,,,,,,,
3:25:00,,,,,,,,,
3:26:00,,,,,,,,,
3:27:00,,,,,,,,,
3:28:00,,,,,,,,,
3:29:00,,,,,,,,,
3:30:00,,,,,,,lots of bats,,
3:31:00,,,,,,,,,
3:32:00,,,,,,,,,
3:33:00,,,,,,,,,
3:34:00,,,,,,,,,
3:35:00,,,,,,,,,
3:36:00,,,,,,,,,
3:37:00,,,,,,,,,
3:38:00,,,,,,,,,
3:39:00,,,,,,,,,
3:40:00,,,,,,,,,
3:41:00,,,,,,,,,
3:42:00,,,,,,,,,
3:43:00,,,,,,,,,
3:44:00,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
