20_01_04_Cam1,,,,,"not visible: x count, no count: empty",,,,
Time,Region 1,x,Region 2,x,Region 3,x,Notes,Video File,
2:05:00,1,,,,,,,,
2:06:00,1,,,,,,,,
2:07:00,1,,,,,,,,
2:08:00,1,,,,,,,,
2:09:00,1,,,,,,,,
2:10:00,,,,,,,leaving tree 2:10:15 r2,,
2:11:00,,,1,,,,very blurry movement in back of r2 not sure if tree,,
2:12:00,,,1,1,,,,,
2:13:00,,,2,,,,2nd entering r2 behind r1 ,,
2:14:00,,,2,,,,,,
2:15:00,,,2,,,,,,
2:16:00,,,2,,,,,,
2:17:00,,,2,,,,"big jump 2:17:33, jumps out of tree back of r2 shortly after",,
2:18:00,,,1,,,,,,
2:19:00,,,1,,,,,,
2:20:00,,,1,,,,,,
2:21:00,,,1,,,,,,
2:22:00,,,,,1,,,,
2:23:00,,,,,1,,,,
2:24:00,,,,,1,,,,
2:25:00,,,,,1,,,,
2:26:00,,,,,1,,,,
2:27:00,,,,,1,,,,
2:28:00,,,,,1,,,,
2:29:00,,,,,1,,,,
2:30:00,,,,,1,1,,,
2:31:00,,,,,1,1,,,
2:32:00,,,,,1,,,,
2:33:00,,,,,1,,,,
2:34:00,,,,,1,,,,
2:35:00,,,,,1,,,,
2:36:00,,,,,1,,,,
2:37:00,,,,,1,,stationary,,
2:38:00,,,,,1,,,,
2:39:00,,,,,1,,,,
2:40:00,,,,,1,,,,
2:41:00,,,,,1,,,,
2:42:00,,,,,1,,,,
2:43:00,,,,,1,,,,
2:44:00,,,,,1,,,,
2:45:00,,,,,1,,,,
2:46:00,,,,,1,,,,
2:47:00,,,,,1,,,,
2:48:00,,,,,1,,,,
2:49:00,,,,,1,,,,
2:50:00,,,,,1,,,,
2:51:00,,,,,1,,,,
2:52:00,,,,,1,,,,
2:53:00,,,,,1,,,,
2:54:00,,,,,1,,doesn’t move until 2:54:,,
2:55:00,,,,,1,,,,
2:56:00,,,,,1,,,,
2:57:00,,,,,1,,,,
2:58:00,,,1,,,,,,
2:59:00,,,1,,,,,,
3:00:00,,,1,,,,jump 3:00:42,,
3:01:00,1,,,,,,,,
3:02:00,,,,,1,,transition over r2,,
3:03:00,,,,,1,,,,
3:04:00,,,,,1,,,,
3:05:00,,,,,1,,,,
3:06:00,,,,,2,,2nd entering over main branch of r3 interaction 3:16:14ish,,
3:07:00,,,2,,,,transition not visible both enter from back of r2,,
3:08:00,,,2,,,,,,
3:09:00,,,1,,,,one leaves tree left lower part r2,,
3:10:00,,,1,,,,,,
3:11:00,,,1,,,,,,
3:12:00,,,1,,,,,,
3:13:00,,,1,,,,,,
3:14:00,,,1,,,,,,
3:15:00,,,1,,,,,,
3:16:00,,,1,,,,,,
3:17:00,,,1,,,,,,
3:18:00,,,1,,,,leaves tree back of r2,,
3:19:00,,,,,,,,,
3:20:00,,,,,,,,,
3:21:00,,,,,,,,,
3:22:00,,,,,,,,,
3:23:00,,,,,,,,,
3:24:00,,,,,,,,,
3:25:00,,,,,,,,,
3:26:00,,,,,,,,,
3:27:00,,,,,,,,,
3:28:00,,,,,,,,,
3:29:00,1,,,,,,very small animal entering tree r1,,
3:30:00,,,1,,,,,,
3:31:00,,,1,,,,,,
3:32:00,,,1,,,,,,
3:33:00,,,1,,,,,,
3:34:00,,,1,,,,leaving back of r2,,
3:35:00,,,,,,,,,
3:36:00,,,,,,,,,
3:37:00,,,,,,,,,
3:38:00,,,,,,,,,
3:39:00,,,,,,,,,
3:40:00,,,,,,,,,
3:41:00,,,,,1,,one entering tree back of r3 small animal ,,
3:42:00,,,,,1,,,,
3:43:00,,,,,1,,,,
3:44:00,,,,,1,,,,
3:45:00,,,,,1,,leaving back of r3,,
3:46:00,,,,,,,,,
3:47:00,,,,,,,,,
3:48:00,,,,,,,,,
3:49:00,,,,,,,,,
3:50:00,,,,,,,,,
3:51:00,,,,,,,,,
3:52:00,,,,,,,,,
3:53:00,,,,,,,,,
3:54:00,,,,,,,,,
3:55:00,,,,,,,,,
3:56:00,,,,,,,,,
3:57:00,,,,,,,,,
3:58:00,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
