20_01_03_Cam1,,,,,"not visible: x count, no count: empty",,,,
Time,Region 1,x,Region 2,x,Region 3,x,Notes,Video File,
1:56:00,,,,,,,,,
1:57:00,,,,,,,,,
1:58:00,,,,,,,,,
1:59:00,,,,,,,,,
2:00:00,,,,,,,,,
2:01:00,,,,,,,,no picture 2:01:48,
2:02:00,,,,,,,,,
2:03:00,,,,,,,,picture back 2:03:32 branches very clear some excess green,
2:04:00,,,,,,,,,
2:05:00,,,,,,,,,
2:06:00,,,,,,,,,
2:07:00,,,,,,,,,
2:08:00,,,,,,,,,
2:09:00,,,,,,,,,
2:10:00,,,,,,,,,
2:11:00,,,,,,,,,
2:12:00,,,,,,,,,
2:13:00,,,,,,,,,
2:14:00,,,,,,,,,
2:15:00,,,,,,,,,
2:16:00,,,,,,,,,
2:17:00,,,,,,,,,
2:18:00,,,,,,,,,
2:19:00,,,,,,,,,
2:20:00,,,,,,,,,
2:21:00,,,,,,,,,
2:22:00,,,,,,,,,
2:23:00,,,,,,,,,
2:24:00,,,,,,,,,
2:25:00,,,,,,,,,
2:26:00,,,,,,,,,
2:27:00,,,,,,,,,
2:28:00,,,,,,,,,
2:29:00,,,,,,,,,
2:30:00,,,,,,,,,
2:31:00,,,,,,,,,
2:32:00,,,,,,,,,
2:33:00,,,,,,,,,
2:34:00,,,,,,,,,
2:35:00,,,,,,,,,
2:36:00,,,,,,,,,
2:37:00,,,,,,,,,
2:38:00,,,,,,,,,
2:39:00,,,,,,,,,
2:40:00,,,,,,,,,
2:41:00,,,,,,,,,
2:42:00,,,,,,,,,
2:43:00,,,,,,,,picture very bright again,
2:44:00,1,,,,,,entering back of r1 branch that crosses lining of r3,,
2:45:00,1,1,,,,,,,
2:46:00,1,1,,,,,,,
2:47:00,1,1,,,,,,,
2:48:00,,,,,1,1,,,
2:49:00,,,,,1,1,,,
2:50:00,,,,,1,,2:50:46 jump r3,,
2:51:00,,,,,1,1,,,
2:52:00,,,1,,,,transition r3/2 around 2:52:20,,
2:53:00,,,1,,,,,,
2:54:00,,,1,,,,,,
2:55:00,,,1,,,,,,
2:56:00,,,1,,,,,,
2:57:00,,,1,,,,,,
2:58:00,,,1,,,,,,
2:59:00,,,1,,,,,,
3:00:00,,,1,,,,2nd kinkajou entering 3:00:45 back of r2,,
3:01:00,,,2,,,,,,
3:02:00,,,2,,,,"interaction between the 2 3:02:33, chasing down main trunk after that",,
3:03:00,,,,,,,both leaving tree over main trunk,"no picture 3:03:00, back 3:03:05",
3:04:00,,,,,,,,,
3:05:00,,,,,,,,,
3:06:00,,,,,1,,entering tree over main trunk,,
3:07:00,,,,,1,,,,
3:08:00,,,,,1,1,,,
3:09:00,,,1,,,,,,
3:10:00,,,1,,,,,,
3:11:00,,,1,,,,,,
3:12:00,1,,,,,,transistion r2/1 3:12:23,,
3:13:00,1,,,,,,,,
3:14:00,1,,,,,,,,
3:15:00,1,,,,,,,,
3:16:00,1,,,,,,,,
3:17:00,1,,,,,,,,
3:18:00,1,,,,,,,,
3:19:00,1,,,,,,,,
3:20:00,1,,,,,,2nd kinkajou entering 3:20:29 below lowest branch r1 not in tree yet,,
3:21:00,1,,1,,,,3rd kinkajou entering back of r2,,
3:22:00,,,2,,1,,transition r1/2 over main trunk; interaction r2 3:22:53ish,,
3:23:00,,,2,1,1,1,big jump r3 3:23:15,,
3:24:00,,,2,,1,,,,
3:25:00,1,,1,,1,,,,
3:26:00,1,,2,,,,,,
3:27:00,1,,2,,,,interaction r2 3:27:09,,
3:28:00,1,,2,,,,one leaves at back of r2 ,,
3:29:00,1,,1,,,,,,
3:30:00,1,,1,,,,,,
3:31:00,1,,1,,,,transition r2/1,,
3:32:00,2,,,,,,transition r1/2,,
3:33:00,1,,1,,,,,,
3:34:00,,,2,,,,,,
3:35:00,,,1,,1,,,,
3:36:00,,,1,,1,,,,
3:37:00,,,1,,1,1,,,
3:38:00,,,1,,1,,kinkajou in r3 not moving until 3:42:21,,
3:39:00,,,1,,1,,,,
3:40:00,,,1,,1,,,,
3:41:00,,,1,,1,,,,
3:42:00,,,1,,2,,3rd kinkajou entereing behind main trunk,,
3:43:00,,,1,,2,,one leaving tree? Back of r3 still visible but not in tree ,,
3:44:00,,,2,,,,,,
3:45:00,1,,1,,,,,,
3:46:00,1,,1,,,,,,
3:47:00,1,,1,,,,,,
3:48:00,1,,1,,,,,,
3:49:00,1,,1,,,,,,
3:50:00,1,,1,,,,,,
3:51:00,1,,1,1,,,,,
3:52:00,1,,,,1,,,,
3:53:00,1,,,,1,,,,
3:54:00,1,,,,1,,,,
3:55:00,,,1,,1,,transition over main trunk r1/2,,
3:56:00,,,1,,1,,,,
3:57:00,,,1,,1,,,,
3:58:00,,,1,,1,,,,
3:59:00,,,1,,1,,leaves tree r3 jumping down 3:59:48,,
4:00:00,,,1,,,,,,
4:01:00,,,1,,,,,,
4:02:00,,,1,,,,,,
4:03:00,,,2,,,,2nd kinkajou entering back of r2,,
4:04:00,,,2,,,,,,
4:05:00,,,2,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
